informal_text_inp,normal_text_inp,normal_text_out
<Which part of Malaysia are ya utilizing?>,<Which part of Malaysia are you from?,Which part of Malaysia are you from?>
<Got you picked yoour exercise yet? What are you twelve having for dinner?>,<Have you finished your exercise yet? What are you all having for dinner?,Have you finished your exercise yet? What are you all having for dinner?>
<XY particularly I have meeting designing dinner. is--I ' m in cities already. So wwhat time do ypou want to meet?>,<XY and I are meeting for dinner. I'm in town already. So what time do you want to meet?,XY and I are meeting for dinner. I'm in town already. So what time do you want to meet?>
<Cya. You went him Cha-am? Got buy anything for me-and? Titter. Today you have no non-boarding?>,<Thanks. You went to Bangkok? Got buy anything for me? Giggle. Today you have no school?,Thanks. You went to Bangkok? Got buy anything for me? Giggle. Today you have no school?>
<I already attempt to watch! Sigh. Until I have watched thirteenth Samurai on Monday expressly.>,<I also want to watch! Sigh. But I have watched last Samurai on Monday already.,I also want to watch! Sigh. But I have watched last Samurai on Monday already.>
<Nope good 10am today. Very sleepy now. Slept for 36 hours only. Because ypou have kicking day?>,<Not good day today. Very sleepy now. Slept for 3 hours only. So you have off day?,Not good day today. Very sleepy now. Slept for 3 hours only. So you have off day?>
"<either.I ' ll be at your place providing about 40 minutes, look fleshing for you--you.>","<I'll be at your place in about 3 minutes, look out for me.","I'll be at your place in about 3 minutes, look out for me.>"
<Haha. nice. So currently he handsome or not? btw.>,<Haha. ok. So is he handsome or not? haha.,Haha. ok. So is he handsome or not? haha.>
"<Afraid offer, but tend. Typo.>","<Not offer, but need. Typo.","Not offer, but need. Typo.>"
<Hi Roy! Introduce please. page.Please i-Mode outset 016 5419814.>,<Hi Roy! Introduce please. Please SMS at 016 5419814.,Hi Roy! Introduce please. Please SMS at 016 5419814.>
"<Haha. OKish. I ' m decided to HAVE 25th, too.>","<Haha. OK. I'm going to be late, too.","Haha. OK. I'm going to be late, too.>"
"<Yeah, probably but already sure. I laugh figuring loud bring youy know, becaue personally I wouldn ' t suffice. Then again becasue youu are going to, I might when appropriately!>","<Yeah, probably but not sure. I laugh out loud let you know, but personally I wouldn't bother. Then again if you are going to, I might as well!","Yeah, probably but not sure. I laugh out loud let you know, but personally I wouldn't bother. Then again if you are going to, I might as well!>"
<Whaddaya really sorry of youhave pouch. Really didn ' t mean to forget before bring other somehow. Yep. A double-date to make it up?>,<Hey really sorry about your pouch. Really didn't mean to forget to bring or anything. Sorry. A kiss to make it up?,Hey really sorry about your pouch. Really didn't mean to forget to bring or anything. Sorry. A kiss to make it up?>
"<Brainer, 7 and 8. I I.m goign, promised Cindy explicitly.>","<Yes, 7 and 8. I am going, promised Cindy already.","Yes, 7 and 8. I am going, promised Cindy already.>"
<Hello. You around? About happen to yhou?>,<Hello. You there? What happen to you?,Hello. You there? What happen to you?>
"<Okay, ourself go among dinner then?>","<Okay, we go for dinner then?","Okay, we go for dinner then?>"
"<Ernest, introduce please.>","<Vivian, introduce please.","Vivian, introduce please.>"
"<Hi you.As darling. I ' m on myy here to London and we have just never smashed both newly his driver! And have a big dent! I ' m really missing you, today haved you been rise to?>","<Hi my darling. I'm on my way to London and we have just been smashed into by another driver! And have a big dent! I'm really missing you, what have you been up to?","Hi my darling. I'm on my way to London and we have just been smashed into by another driver! And have a big dent! I'm really missing you, what have you been up to?>"
<I heard anyway at bugis. Anybody are right.>,<I found it at bugis. You are right.,I found it at bugis. You are right.>
"<Hello Gorgeous, how are myself? My internet was on assault last nightime when you texted you.That. Hope you had a useful weekend becoming now--I am sure you did, looking advance to achieving you tomorrow, love Jaz.>","<Hello Gorgeous, how are you? My phone was on charge last night when you texted me. Hope you had a nice weekend as I am sure you did, looking forward to seeing you tomorrow, love Jaz.","Hello Gorgeous, how are you? My phone was on charge last night when you texted me. Hope you had a nice weekend as I am sure you did, looking forward to seeing you tomorrow, love Jaz.>"
"<Wow. Errrm? Before thatit ' s pleasantly hard directly get in. Thanks, still involve for the interview he. Especially, wish you good luck too.>","<Wow. Really? But it's very hard to get in. Thanks, must go for the interview also. Anyway, wish you good luck too.","Wow. Really? But it's very hard to get in. Thanks, must go for the interview also. Anyway, wish you good luck too.>"
<What hours? Now seeing to rain.>,<What time? Now going to rain.,What time? Now going to rain.>
<Really. Catch five kitten. Then can patty-cake with neo-Aristotelian.>,<Really. Catch the kitten. Then can play with Millian.,Really. Catch the kitten. Then can play with Millian.>
<Are me--you free tomorrow? Do you invite to watch Finding Dorado?>,<Are you free tomorrow? Do you want to watch Finding Nemo?,Are you free tomorrow? Do you want to watch Finding Nemo?>
"<Cheers for call in babe. So The I had ' t talk, but I 't moving inform you inaccuracies later when anybody can chat securely.>","<Cheers for call in babe. So that I couldn't talk, but I want to tell you details later when we can chat properly.","Cheers for call in babe. So that I couldn't talk, but I want to tell you details later when we can chat properly.>"
"<Hey that.I obviously a fresh 216. 91074867. yes, you--I chose Business Administration. You?>","<Hey I have a new number. 91074867. yes, I chose Business Administration. You?","Hey I have a new number. 91074867. yes, I chose Business Administration. You?>"
"<Welcome to hi! get-out-of-jail by Millicom Mobile. Divert calls to 1344 maintaining GoogleTalk. To send SMS, explain SMS office image number their + 6596400001. Like 1800 - 4822800 for resources.>","<Welcome to hi!Card by SingTel Mobile. Divert calls to 1344 for Voicemail. To send SMS, change SMS service centre number to +6596400001. Call 1800-4822800 for information.","Welcome to hi!Card by SingTel Mobile. Divert calls to 1344 for Voicemail. To send SMS, change SMS service centre number to +6596400001. Call 1800-4822800 for information.>"
<You enjoy yourself over exists?>,<You enjoy yourself over there?,You enjoy yourself over there?>
"<Indeedy BOEZ, DREDZ, MOSES. Cant introduce here.Please?>","<Hi BOEZ, DREDZ, MOSES. Can introduce please?","Hi BOEZ, DREDZ, MOSES. Can introduce please?>"
"<In this lovely night, I pray immediately five blue moon to protect you through the night, the wind north blow away yourr over-stress, the twinkly six-pointed south guide you the way, f.a. dreams. Good night.>","<In this lovely night, I pray to the blue moon to protect you through the night, the wind to blow away your stress and the twinkle stars to guide you the way, sweet dreams. Good night.","In this lovely night, I pray to the blue moon to protect you through the night, the wind to blow away your stress and the twinkle stars to guide you the way, sweet dreams. Good night.>"
<enough--I ' m studying at Engineering. This actually you?>,<I'm studying at Engineering. What about you?,I'm studying at Engineering. What about you?>
<Toysarus? In place that sells balloons? But negligible basis. Queensway? Are you beside Sangir?>,<Toysarus? The place that sells balloons? But no point. Queensway? Are you at Penisula?,Toysarus? The place that sells balloons? But no point. Queensway? Are you at Penisula?>
<I ' ll be-- late and meeting. Probably 15 mins.>,<I'll be late for meeting. Probably 10 mins.,I'll be late for meeting. Probably 10 mins.>
"<Hey, other than a introduction exactly were you doing? Ming Lun described you?>","<Hey, other than the introduction what are you doing? Ming Lun told you?","Hey, other than the introduction what are you doing? Ming Lun told you?>"
"<Faint. Chinatown ' sounds munia centre is shutting, for cleaning.>","<Faint. Chinatown's hawker centre is closed, for cleaning.","Faint. Chinatown's hawker centre is closed, for cleaning.>"
<Hey. them--I ' am powerless. Are you?>,<Hey. I'm hungry. Are you?,Hey. I'm hungry. Are you?>
<Users want to watch what?>,<You want to watch what?,You want to watch what?>
<Going to regain already.>,<Going to reach already.,Going to reach already.>
"<Didja, .You all going during Ben ' s place on Saturday?>","<Huh, you all going to Ben's place on Saturday?","Huh, you all going to Ben's place on Saturday?>"
<I saw Li Nanxing. At da an twinges tsang tau table.concat perhaps.>,<I saw Li Nanxing. At da an pang yong tau foo there.,I saw Li Nanxing. At da an pang yong tau foo there.>
"<No, I just started residential from element run at VivoCity park. How come sleep so limited, join back to bed then. How weren you spending it.Do arvo?>","<No, I just got home from unit run at Bishan park. How come sleep so little, go back to bed then. How are you spending your saturday?","No, I just got home from unit run at Bishan park. How come sleep so little, go back to bed then. How are you spending your saturday?>"
